M,p0,TAU,quantpred
50313402191047366596010,0,6,0.35
50353427861458475829F0C,1,3,0.65
503634094189704155ADB0B,0,3,0.65
504034157787201703484C9,1,5,0.45
50423370800236529D21F09,0,5,0.45
50473392433323767EBB0E3,0,5,0.45
50503387508822080F5DEAB,1,5,0.45
505A336622638864125D84E,1,5,0.45
50903405185810831D2EF11,0,2,0.75
509D3666879786500E50ACA,1,0,0.95
50A63588842412202BB51BF,1,4,0.55
50A7340826756850927C3B8,0,2,0.75
50BC3384518630883915A4B,1,4,0.55
50CA3638305947606AF1A9E,1,2,0.75
50D1358187407764191BBEE,0,8,0.15
50D733643485025972262AF,1,4,0.55
50E03431465331910618C8E,0,3,0.65
50EA33650265175455EE314,1,5,0.45
51243660840199467AA045B,1,0,0.95
512A33823929417427C2EEB,1,6,0.35
5132340001107671710FB58,1,4,0.55
513936185888043844C0D4F,0,2,0.75
5141362869023835808075C,1,1,0.85
514C3369704569413259BE2,0,5,0.45
515034152647893511BAB15,1,2,0.75
515C3378513455219E2AD2C,0,5,0.45
517836230596409022DCC7D,1,2,0.75
51843614507069197760687,1,1,0.85
518C3380848338741C82769,1,5,0.45
51A23428687969298BAF4BF,1,3,0.65
51CB342700130507840E47D,0,2,0.75
51DF3667327591018A62091,0,2,0.75
51E0340096566430795D75D,1,3,0.65
51EF3403240391471EF5D3D,1,4,0.55
51EF3421402835393FA02F5,1,2,0.75
5206343087047827872AB5D,0,3,0.65
523A338310561586931B192,0,4,0.55
525B33786087765854A0D80,1,5,0.45
52773640900615260797D4F,1,0,0.95
527933653657960306B039F,1,5,0.45
52A63415232323914F86496,0,3,0.65
52B3363357463450936E49B,1,1,0.85
52B93390785598018C407AF,0,3,0.65
52BC337192387767386761B,0,5,0.45
52C83403061677505172868,1,5,0.45
52D53629428495868BC04C0,1,2,0.75
52E33401803075018D78D0D,1,5,0.45
52E73633724734739107A89,1,1,0.85
52EA3579357358228BEA909,0,4,0.55
52EE364602508724219674C,1,2,0.75
52F63400019959579F17CF8,1,3,0.65
52FD3420455875498209389,1,3,0.65
53013365374134858B79EEB,0,5,0.45
531B36411473720958AB7A8,1,1,0.85
531C33778300693506E5390,1,3,0.65
531E3392221050409B56CF6,1,4,0.55
53203412958216221AEB8CA,1,3,0.65
532434144095554339ED562,0,4,0.55
534D3370895818799A96652,0,4,0.55
53523427691577571718441,0,4,0.55
53533639280994909BA37D5,1,0,0.95
537F364381660399698A722,1,0,0.95
53AE3666955374035ADDDC1,0,2,0.75
53C4369989345968394DDDB,1,2,0.75
53D23397648072536E2C43D,1,4,0.55
53D93655021942112EA3CE3,0,3,0.65
53F63400417842256522E68,1,4,0.55
54023624839271105EC5AD3,0,3,0.65
540B3605215831565C0DFF0,1,3,0.65
540E3379259341495CC0A34,1,4,0.55
54103639869887238FEC0E6,1,1,0.85
5419337067170907086551C,1,4,0.55
54193407637638688BEA2A7,0,4,0.55
542234057100479405AB92F,0,3,0.65
5423362993427463108B841,1,1,0.85
542A33650214916445259B9,1,4,0.55
543233664500673637FBF27,1,5,0.45
54393429794780298C563C8,1,4,0.55
543A33695895205972ACAF9,0,4,0.55
544C3429260232815574CA5,1,3,0.65
544E3431052470909B55209,0,4,0.55
544F3617439978970FA829E,1,2,0.75
54593400981966427286024,0,3,0.65
545C339088648623903685C,0,6,0.35
547733888863924961E06FE,1,3,0.65
54823411076944093366D0A,1,5,0.45
54923365738799844104103,0,5,0.45
549B3423403661114192E87,1,1,0.85
54A836268864640861AA977,0,2,0.75
54B83645250613010BC88BB,1,1,0.85
54D536512374476664C279A,1,2,0.75
54D93412302885631D8644C,1,4,0.55
54EE3374359775698B7BC19,1,4,0.55
54F5362835142680370256A,0,2,0.75
54FF3656211923723045633,1,1,0.85
550136611488707600FFC79,1,1,0.85
5504364334676617995E16B,1,1,0.85
55053418853863511284A05,1,3,0.65
550F35925142543330F8E54,1,3,0.65
551734229061120145FAA30,1,3,0.65
551E3372209965171F646EF,1,4,0.55
5521363057956890562278E,1,1,0.85
554E3396660873688E71228,1,4,0.55
55503597607475256146577,0,1,0.85
55593628582241887CB950C,1,1,0.85
555D3652347431069FC6D05,1,1,0.85
555E3380097416361B1F6E6,1,5,0.45
5562338546388726920D70D,1,3,0.65
558A338918072849996B24F,1,4,0.55
5592342769961364351A613,0,3,0.65
55B634127582522050F05D6,0,4,0.55
55C53379551026680CBE685,1,0,0.95
55C9361463287652027C40A,1,2,0.75
55CF3610388370284FD1A44,1,1,0.85
55FC3383137959396B3D88C,1,2,0.75
560B34063299453034780FD,1,3,0.65
560C34254211626675F7EC3,0,4,0.55
56223376132978083D7980A,1,5,0.45
562C342534457861454394F,1,1,0.85
562F3620308022926696BEB,0,3,0.65
56313375469482115BB0BDF,0,5,0.45
564536561182941403E27C0,1,1,0.85
564A3655502955504E621D3,1,0,0.95
5652363062394231703FB39,0,2,0.75
565735871653608618A7434,0,3,0.65
566B341447029784550D10B,1,4,0.55
566E3396588728577C23F77,0,4,0.55
56783407183990594B1D794,0,5,0.45
567E364853955394885FEF1,1,1,0.85
56853426023814128E48827,1,2,0.75
569333660651849595E3843,1,4,0.55
56993366236335078C170D4,0,5,0.45
56A234266238554243ACF0E,1,3,0.65
56A433995025392982ABFE8,0,5,0.45
56AE3399008376584826AD8,1,2,0.75
56AE362269968726465A9DE,1,2,0.75
56B03644890488491BBD930,0,5,0.45
56B4342415596951197F487,1,4,0.55
56B93386301660057C8F161,1,4,0.55
56BF3364596380111BF93F6,1,5,0.45
56C334107786726486F5B15,1,4,0.55
56C53653642137819E9A8C5,1,2,0.75
56C73664490787195DE8C15,1,2,0.75
56FD3380112457732506208,0,3,0.65
571733647798056046DE563,1,4,0.55
571B33726135520011FDC0F,0,4,0.55
571D3369449611659AF2412,0,4,0.55
573A36427511131780E26A5,1,0,0.95
574035868391088854BA691,1,3,0.65
574F3629350409742A6B869,1,1,0.85
576E33656689871836A7236,0,4,0.55
576F3365558730633241504,0,3,0.65
57743392975210733F9D234,0,5,0.45
577B3652417136384A923C9,1,3,0.65
577D36557906777175622C5,0,2,0.75
57A33370577723677524711,1,5,0.45
57AF3364854967828A26BB6,0,4,0.55
57DE3366804052382F8D747,0,8,0.15
57E23397975903098AE4942,0,4,0.55
57F53415104257158BB3C13,1,3,0.65
57F63654236558712898BC5,1,1,0.85
57FE3375975215265C90CF9,0,4,0.55
580136093679825220EB6D2,1,0,0.95
580235919878745727172EB,0,3,0.65
5810363837516835683B5FD,1,2,0.75
5813362527700885503DC43,1,3,0.65
581934169781375470012DD,1,4,0.55
581C3396474825153BC476D,0,4,0.55
581C3647333383545E6C978,1,2,0.75
581F3369911994467814CB5,1,5,0.45
582136050609821930869A3,0,4,0.55
58263430132337038E32C9E,0,3,0.65
584533647425579792D8EB9,0,5,0.45
584534236653062235ABDBA,0,3,0.65
586436518967670412B39D1,1,1,0.85
588B3643105886446413DEF,1,0,0.95
58903372842624904D5B619,1,4,0.55
589A37027392998981B55B5,1,3,0.65
58AD3423247682831BCAE7C,0,4,0.55
58AF3659832612210C45C0F,1,1,0.85
58B0365128776346600612E,1,1,0.85
58BA3613799929665A55A13,0,2,0.75
590633743714699528DE51E,1,4,0.55
590B3415316232279430EBF,1,4,0.55
591A3395499505295110945,1,5,0.45
592433689236209231CAFF4,0,4,0.55
592D3422423093081EE4219,1,3,0.65
593633856063868733416BB,0,4,0.55
596636208721106015D41B0,1,3,0.65
596B3397301858605FA9D8C,1,5,0.45
597B359517062253247217C,1,1,0.85
597C35838232420010A05DC,1,4,0.55
5997366901902451155BF01,1,2,0.75
599C3397836377063F5BF05,0,3,0.65
59A43665561327607E0E81E,1,2,0.75
59BF33773843168082D0280,0,4,0.55
59D833892382721929C79FB,1,4,0.55
59DC3389868587667360E25,1,6,0.35
59F03412770787543FDC108,1,2,0.75
59F235876762036453C1399,1,3,0.65
5A0134102446336154CF1B4,0,5,0.45
5A0936255730580737284EF,1,1,0.85
5A283389267272156738A09,0,3,0.65
5A3136683875178844E4551,1,1,0.85
5A3534202375408389BFC80,0,3,0.65
5A3B3660951169322154D58,1,1,0.85
5A4A3432651970771109928,1,3,0.65
5A4D33974803971644D40FE,0,5,0.45
5A683422076735194A411AB,1,4,0.55
5A81363952073834676A8F5,1,2,0.75
5A8234193714009593793CE,1,5,0.45
5A8E34244324008192E172A,0,3,0.65
5AB2366016574929852D86A,1,1,0.85
5AC336563077262248866D5,1,1,0.85
5AC5336541923676151AB37,0,4,0.55
5AE93401509616378242CC3,0,6,0.35
5B063364653684779A278F5,1,1,0.85
5B133645113239678FC737C,1,1,0.85
5B183397625125910BE0B57,0,3,0.65
5B1E338092814012966CEE0,0,6,0.35
5B2E3433310090218023D7C,1,4,0.55
5B2F360974006983174B710,1,1,0.85
5B3533761372213267E50DF,1,2,0.75
5B4A3614553160482388DA8,1,1,0.85
5B503383953665045C66FDC,1,6,0.35
5B523365266615315EEF591,0,4,0.55
5B683380978968672006279,1,5,0.45
5B6A36550529446794DC02B,1,2,0.75
5BB936224151685756AC133,0,1,0.85
5BCF35659845583536C206C,0,2,0.75
5BD13406679464660341607,0,3,0.65
5BE53399711747228722013,0,6,0.35
5BE6338816040132119F40A,1,3,0.65
5BE63649673625848EF952B,1,1,0.85
5BEC358456068280189BFC3,1,1,0.85
5BF134183074024897D4456,1,3,0.65
5BF83421210283408F05C95,0,3,0.65
5C2E34150237809851C2718,1,3,0.65
5C35342548483707573D07B,1,3,0.65
5C353637581977119314930,1,1,0.85
5C3E3420984235904B1938B,0,9,0.05
5C3F3428865467638D37305,1,3,0.65
5C4533801110218052AFF8A,0,5,0.45
5C4836542038993272CFC66,1,2,0.75
5C4A3420927474905CEF566,0,4,0.55
5C6F34319079144367A3DE5,1,4,0.55
5C8333829803010314A41FB,1,4,0.55
5C8A3395576679772C7B296,1,3,0.65
5C9036434623183794CC9E4,1,1,0.85
5C92338998365836362080E,1,3,0.65
5C9A3664910975980BD1B09,1,1,0.85
5CA534175154282823023D3,1,4,0.55
5CA536401113507236CDC20,1,2,0.75
5CA93400068350488D356D0,0,3,0.65
5CCA338971292006055FBB9,0,5,0.45
5CE13403634327128C81E5D,1,3,0.65
5CF933650811278556C9740,1,5,0.45
5D0336771246297175A50A2,1,1,0.85
5D0E337883278722891B92D,0,4,0.55
5D1F3414492379864F0391F,0,4,0.55
5D303635475765983A41115,1,2,0.75
5D373643273229735E9A5DA,1,2,0.75
5D5A3381278216063B4FD87,0,6,0.35
5D623423733159873C492DB,1,3,0.65
5D623614801820454D872C1,1,1,0.85
5D6A3659861267987F859EB,1,2,0.75
5D76340033392895635B9FB,0,3,0.65
5D7B34194965111826A6A5D,0,1,0.85
5DA23380087438460ABDB38,1,6,0.35
5DAE339794654574660FF21,1,3,0.65
5DB83383779574446EB9723,1,0,0.95
5DCD3365689022777A83BF0,0,5,0.45
5DD63590453166344BEA3FD,1,3,0.65
5DD934228414718802BCF22,1,3,0.65
5DDD3366124840837651A42,1,5,0.45
5DE933891736806052CC2EA,0,2,0.75
5DEE3398253826642F75462,1,5,0.45
5DFB3364493219348094900,1,5,0.45
5E003393103776397BB5CF2,0,6,0.35
5E113637322255696535198,1,0,0.95
5E3B3365068580210DC1C0F,0,4,0.55
5E42336586911245082A21C,0,4,0.55
5E483432456487095EDB54E,1,3,0.65
5E4D3432982377336FC9E7A,1,4,0.55
5E56340773390078250CEDB,0,4,0.55
5E5733854409537541F071E,0,6,0.35
5E8836397323411718E184D,1,1,0.85
5E933658964557250F69E7C,1,1,0.85
5E9A33809710424616537CB,1,4,0.55
5EA93581525433832EB6701,1,3,0.65
5EB23399250671696AB4E71,0,4,0.55
5EBC361888312925251D259,1,1,0.85
5EBF3412282484024E7EA2F,0,6,0.35
5ED73364985840948B8B78A,1,5,0.45
5EE53374156223844AF28BF,1,6,0.35
5EF33364663805628CFDE3F,0,4,0.55
5EF934223625565787CA2E6,0,4,0.55
5F1736488621823426A350A,1,1,0.85
5F373401308681382884365,1,5,0.45
5F4133769919285942962C9,0,5,0.45
5F453413189779132E81AE3,1,5,0.45
5F4A34040689469328B0980,0,9,0.05
5F5734009443622853D90EC,0,3,0.65
5F643367475721055CCBA32,0,4,0.55
5F6736027900299836678F1,1,1,0.85
5F723386060731859C0515A,0,5,0.45
5F843644873885983DE18FC,1,2,0.75
5F8836286706777950D012C,1,3,0.65
5F983426223286157AB0088,0,5,0.45
5FB03366240905317B53A49,1,5,0.45
5FBB3615189805936CA30BD,1,2,0.75
5FBD3419862830263E70F31,0,2,0.75
5FF73364986051609CD88A2,0,4,0.55
6004356879579106369AF25,1,4,0.55
60173371271581642EDE7AF,0,6,0.35
602E3413060994141A532B8,1,4,0.55
602E36080574508801DC47A,1,2,0.75
604F3411646016187FD580A,0,3,0.65
605734095101509086E0E90,1,3,0.65
60713616778692986E8B708,0,2,0.75
6083336885819054089A7F8,0,5,0.45
60863430773140948A74028,0,2,0.75
609034091151363192708BB,1,4,0.55
609D3579012134595FD363D,1,3,0.65
60A836203933114720EC21D,0,4,0.55
60AE336434026340222D9E9,1,5,0.45
60B836301040058082BB4EB,1,1,0.85
60B93413788959236B876A7,0,2,0.75
60C53662003260606CD742A,1,1,0.85
60CE3630904457826EFB955,1,1,0.85
60EB3420754613192691280,1,4,0.55
60FD35866319600513245C5,1,3,0.65
60FD36501085004483A4441,1,2,0.75
61073426768868285E8F1EA,0,9,0.05
611C363438553888095092E,1,2,0.75
6134362831489675752F457,1,1,0.85
61383638640209678918782,1,2,0.75
614733851374305169D83EB,1,4,0.55
6149338041438850562ACFC,1,5,0.45
61493658230124327DE41D6,0,2,0.75
614F3420070710964685398,1,3,0.65
61523660491962458F0BB22,0,1,0.85
616F34120607282964BEAB2,1,4,0.55
61853387799812200860EFE,0,5,0.45
618C3424321374345F47AE9,1,3,0.65
618E3656116264173F6A783,1,0,0.95
61AC34305513114872E23E4,1,2,0.75
61C43395964456914733941,1,3,0.65
61C93421454786806EC4432,0,2,0.75
61CA33736777070899B1272,1,5,0.45
61D93431500076064A46D3B,1,4,0.55
61DB3624207208864A39A45,1,2,0.75
61DD3569853427247B96E92,0,3,0.65
61E436569433485345B0143,1,2,0.75
61F33427785292961022639,1,4,0.55
620C34061342168768501A5,0,5,0.45
621C35968412465530F2FC5,1,3,0.65
62283658458154212288682,1,1,0.85
62323614271706606638FA1,1,2,0.75
623F3406557398721DD8381,1,3,0.65
62463405458273412CFFE86,1,4,0.55
624D3397312342449E2955D,0,4,0.55
626F36583750427777C7C57,1,1,0.85
627C341641774042453A916,1,4,0.55
627D3410015750091ABDBE4,0,4,0.55
628F3422685823716266DAD,1,6,0.35
62F63379583994004455024,0,7,0.25
630133959067989743CAE0D,0,2,0.75
630C356362994698503FF08,0,4,0.55
63163641605957187454309,1,2,0.75
63243385566284316B6FC87,1,3,0.65
63253628854472532418345,1,1,0.85
632634297250240897797E1,0,5,0.45
632733706929243927DC79F,1,4,0.55
63333585038657148C4AE37,1,2,0.75
63353626194042303EA01F9,0,5,0.45
63373658250405527611F7B,1,1,0.85
634F36207303549707C345B,1,2,0.75
63503392395518960EE7B0C,0,5,0.45
635934215693869759E51AF,1,2,0.75
635D3620935556902C851E9,1,2,0.75
636A339678958652634727F,1,4,0.55
638E3621949205529230B07,1,2,0.75
638F36618477210824E71E0,1,2,0.75
639D341965091915099EBA6,0,3,0.65
63A3339245146893639A95D,0,5,0.45
63B934044134915532AAC76,0,4,0.55
63C134011816181638128E5,0,4,0.55
63C73414061437007E73251,1,5,0.45
63CD34024908677167C6104,1,2,0.75
63E534311092152415C95DA,1,4,0.55
63E633857832574763E9186,1,4,0.55
63EF3622351737433A17F83,1,1,0.85
63F13395904452098CB3BE3,0,5,0.45
63F536214785430413E67DD,1,2,0.75
63F83420479083509BADD41,0,3,0.65
63F834342141588659FCA34,1,3,0.65
63FD34333099400334952CB,1,4,0.55
640B3375593552866E471B6,0,4,0.55
640E3386868165705556099,1,4,0.55
6418337590880107952ACBD,1,5,0.45
641F34015402233782CC5D4,0,5,0.45
6420338560037874551E572,0,5,0.45
6446365536036456043851D,1,1,0.85
64673420964204377B39DAC,1,4,0.55
6474338169166785680C4A2,0,5,0.45
64753398876156473C7CED7,1,4,0.55
648933821170073030896D4,1,3,0.65
648D3376287230892BF568A,1,5,0.45
64B2362229520151126FE19,0,1,0.85
64B53624653451873255847,1,1,0.85
64B9336683189447884D5DC,0,5,0.45
64DC3420953909107E0A7A1,1,2,0.75
65083431910841797B9EEF5,1,2,0.75
650E3647465263580989268,1,1,0.85
650F36028395296673291CB,1,1,0.85
65143430728583605048C1D,1,4,0.55
65363646542559392814959,1,2,0.75
65413401004145311D09841,1,5,0.45
65503650951476780446D15,0,1,0.85
655233684956384325C3F17,0,4,0.55
655433651871660791A8CF0,0,5,0.45
655E35984999681646DE71B,1,3,0.65
65603372437703964D9BB41,0,5,0.45
65603418502060962081204,1,1,0.85
6561342138201188212F754,1,3,0.65
6571365299253982085F380,1,2,0.75
657F3386077736746DB88EA,0,5,0.45
65B23592912540867F16BC9,0,3,0.65
65D9338426001476138C5CE,0,6,0.35
65DF33913025027123FD006,1,5,0.45
65F63410050098579401719,1,3,0.65
65F83382518510330806696,1,4,0.55
66043384365593992E1DB4D,0,5,0.45
662734230521100426916BD,1,5,0.45
6637365795305613335DC2A,1,1,0.85
663B3390358927596D855CB,1,4,0.55
664E3390356546432488CAC,0,5,0.45
665733767763267790CD4EE,1,4,0.55
665F34191888599865F16ED,0,3,0.65
66623412782898117C534C5,1,3,0.65
66723399343258210D24FE5,0,3,0.65
66793371764282773463A51,1,4,0.55
6687337707328534851BE6D,1,5,0.45
669C34208011861725E0129,0,3,0.65
669C358852564439801C87B,1,3,0.65
66A133865153872277157F5,0,2,0.75
66A53383409654140453D1C,0,3,0.65
66BC3657692092697DFE239,1,1,0.85
66C7340552253348302F313,1,6,0.35
66CE34124001369204DD8A9,0,4,0.55
66F6341122850751876D983,1,3,0.65
66F9338866484060504474D,0,5,0.45
66FB3365231328354AFAC2D,0,5,0.45
66FB3392137691995B79BC1,0,5,0.45
670B33787960557144B1827,1,5,0.45
670B36025861670390C8E6C,0,2,0.75
67173580384862940082B5E,1,2,0.75
673236016815913267C6CCE,1,2,0.75
67343422010318129B8C70A,0,3,0.65
673D364237689953155C7A2,1,1,0.85
674B342026240564502C628,1,5,0.45
674C33879620836297D3535,1,4,0.55
675B3381116587318B661D2,0,4,0.55
676B3364880972778715446,1,5,0.45
676C34210510096457F1EE4,1,3,0.65
67773637906865696FAA4F5,1,2,0.75
677C3648670777467251C71,1,1,0.85
678433840538519327FA54B,0,5,0.45
678A3415722223921E7AA97,0,3,0.65
67933428981435570600C5D,1,2,0.75
679B3379763807125A24C4B,1,5,0.45
67AD338622057882225E121,1,3,0.65
67B0365407463535192B920,0,1,0.85
67B53366675828640E00958,0,5,0.45
67C3358637250218389F9B7,1,4,0.55
67D43396660706175855A1B,0,6,0.35
67E93572893399791CDF2EF,1,0,0.95
67EB3381440916920F267C1,1,3,0.65
67F736125728024477B3556,1,1,0.85
680533871202033691C6B2C,0,2,0.75
680B338270528866359491F,0,6,0.35
68163403722228763473C75,0,5,0.45
682434215422994369F27AA,1,3,0.65
682C3375113252081A943BB,0,5,0.45
6836339678067846584E886,1,6,0.35
68383403406041006BA7B32,1,3,0.65
683B34254342658647ED1E7,1,5,0.45
68413427355323001C640F4,1,3,0.65
6855341685727309829C951,1,4,0.55
686D3637152563573B1AC9F,1,2,0.75
6884363313720667295F8CD,1,0,0.95
688C366375630815204E034,0,0,0.95
68903421103122205FD9819,1,3,0.65
68A43403731841313D7C034,0,3,0.65
68C134274480221990C6607,0,2,0.75
68E234195960335048414D9,0,3,0.65
6900342917575189244340E,1,3,0.65
69163620348651305D9197C,1,2,0.75
69353650166594148522A23,1,2,0.75
693633658900820378DAD9F,0,4,0.55
69573432659283154FF5CB1,1,2,0.75
697036163258013804264C7,1,1,0.85
698A3416493298211F36D23,0,4,0.55
698D36219752033129AEB5B,1,1,0.85
69A23394566199111F2190B,0,5,0.45
69A5338587133255592AFC8,1,5,0.45
69AE33836533891862E1EDB,0,4,0.55
69DF3427485506423D0A5AF,1,4,0.55
69FD33769889138280990CC,0,4,0.55
69FF339786331295661F9DD,0,3,0.65
6A2E3379701336197E44DDB,1,4,0.55
6A3C365936587501298CDB2,1,2,0.75
6A403398469173278391FB7,0,5,0.45
6A5334197935525010712DA,0,3,0.65
6A5C3601328929375EC899B,1,2,0.75
6A6B34084476835606753CB,0,3,0.65
6A7B34268114475932596BE,1,3,0.65
6A803655289012552391543,0,1,0.85
6A853414716156651A72159,1,3,0.65
6AA334082245554737C1189,0,4,0.55
6ADA33880430686237B13CF,0,9,0.05
6AE334176491642511FF0CA,1,4,0.55
6AEF33647266420591C5399,0,5,0.45
6AFF33950562237792C9FE2,0,6,0.35
6B053371087170115297A16,0,5,0.45
6B18340955230785744700D,1,3,0.65
6B1D3377872266404AE379E,0,5,0.45
6B3C3653130659229983D72,1,1,0.85
6B463622625742856F58293,1,1,0.85
6B4B33847322829387BB422,0,4,0.55
6B54342561825113390C675,1,3,0.65
6B5736494606303348B980E,1,1,0.85
6B5F3411952847594DCE764,0,4,0.55
6B613611447392559CB3CDB,1,2,0.75
6B7E364842890405823D638,1,4,0.55
6B983645482432800A67A8F,0,3,0.65
6BA63364766691228F48208,1,5,0.45
6BA83389678302501C1CF56,0,4,0.55
6BB7361045458819676E632,1,1,0.85
6BBF340223045746972EDA8,1,3,0.65
6BCC3663098282225F7C83F,1,1,0.85
6BD93587649811794FDC621,1,3,0.65
6C023662915393248CD5FC4,1,1,0.85
6C063381700037457B4E779,0,3,0.65
6C113641079738372BD61B8,1,3,0.65
6C1A3381729465098A585C6,0,6,0.35
6C1C36518206400192BA4A7,1,1,0.85
6C293658450499255A22F39,1,1,0.85
6C3834163650302110B1BC6,1,3,0.65
6C3E337785176982304CB8C,0,4,0.55
6C68339648678838189D6BB,1,5,0.45
6C6E367120367514007AF24,1,3,0.65
6C7A3677473431153BBAD28,1,1,0.85
6C7F3381385874606B30093,0,4,0.55
6C883412497304145AB64A3,1,2,0.75
6C8836149868870948D3B41,1,1,0.85
6CD23385625729750568BFE,1,6,0.35
6D0F3629138590692AD3C80,1,3,0.65
6D1E36267188080190BC172,1,1,0.85
6D21362377287652794D57B,1,4,0.55
6D373635419339518DB9F50,1,2,0.75
6D4134050855097395ABBB0,1,4,0.55
6D453392103712693B7DD7D,1,5,0.45
6D613394330622535F8E2EA,1,2,0.75
6D7635639931835429739A4,0,3,0.65
6D7834232091337122BD3E5,1,3,0.65
6D843634775382225A6BE38,1,1,0.85
6DAA3427106186550AD8C50,1,3,0.65
6DDC3366296982706AD9099,0,9,0.05
6DE73403176705582072C58,1,6,0.35
6DFF36207601761894C5A80,1,1,0.85
6E0D3615537664705BC86FF,0,2,0.75
6E1036456080684224671DD,1,3,0.65
6E123398725432309DE4ECD,0,3,0.65
6E3433853033180030E0D12,0,6,0.35
6E4D3383875163770F33F08,0,5,0.45
6E4D36374306249818F121B,1,2,0.75
6E5535963469835809001FC,1,2,0.75
6E683366176431568F56D39,1,5,0.45
6E75364675058106084F80E,1,1,0.85
6E7D3569885203718990E74,0,2,0.75
6E7E34198971822825B5AE3,1,4,0.55
6E7F36279200869570307D3,1,1,0.85
6E853365316880689F40578,0,5,0.45
6E8935736964919361D5685,1,1,0.85
6E913380332085047F8AD6E,0,3,0.65
6E983396092454417CDB29F,0,5,0.45
6EB4337764785916820D352,1,4,0.55
6EDD3371385651366380C1E,0,5,0.45
6EE1339409931527539B168,0,5,0.45
6EE63632823860149D9CD7E,1,2,0.75
6F02336590440617803E580,0,5,0.45
6F0A3418293212127737BB0,0,3,0.65
6F233433791098723639215,0,4,0.55
6F243396029582385CC0100,0,5,0.45
6F263614965721503ECC591,0,1,0.85
6F2C33689230296335C22D0,0,5,0.45
6F2D343007531410480B5A5,0,3,0.65
6F433418725409608D0958E,1,4,0.55
6F493624553379887E43892,0,0,0.95
6F4E34284669225026ECF27,1,3,0.65
6F533661800266200A8E044,1,1,0.85
6F593648676069981F210E4,1,2,0.75
6F603424202740686B307BF,1,3,0.65
6F9D3433387534038DEAA29,0,3,0.65
6FA43379214031412FC3239,0,5,0.45
6FA8366372385325706C3F6,1,2,0.75
6FAA337054789486164C71C,1,4,0.55
6FBC3421224079213D6C3C4,0,4,0.55
6FC1336433087450941A39F,0,5,0.45
6FC23400923891373E5EFAA,1,4,0.55
6FCE34004730073908EC071,1,4,0.55
6FD133659039586286A78E1,0,6,0.35
6FD53396796004873E11BCD,0,3,0.65
6FE23372404615044CF159E,0,5,0.45
70263413146545836A1183D,1,4,0.55
703D3376264984954D146E4,0,4,0.55
70423409264833467DF7BDB,0,3,0.65
70513388441136513DC6693,0,4,0.55
70543380543429839E2B6B7,1,4,0.55
7068340071087707204CAF5,1,2,0.75
707E33760595062286E3E18,1,5,0.45
708333746779356865EFB2F,1,5,0.45
7083362012344146546A3CD,1,4,0.55
70A93374722138475016093,1,5,0.45
70B13391711263918E31EA2,1,6,0.35
70BE3417000638573B10E99,1,5,0.45
70D83396167553657579612,1,2,0.75
70D936110833494553CA2B4,1,1,0.85
70DB337841328349994FDE5,0,4,0.55
70EC3384457403655464B23,1,4,0.55
70F73649728460221D0843B,0,3,0.65
710136368258985028BDC26,0,2,0.75
710C360933833050149ADEF,1,3,0.65
710E3369763160519DF3AEB,1,5,0.45
711A338159504009403D0E0,1,4,0.55
71313425697249116815FF5,1,5,0.45
71353395471218740A90086,1,3,0.65
716D3648122530027C6D706,1,2,0.75
7173340899904877144E7EA,0,4,0.55
717633781989573083EE1CA,1,3,0.65
7177336521254917607B62C,0,5,0.45
71B03364633533526F12FD6,1,4,0.55
71D934204901971141E7922,0,4,0.55
71DD338266304631043B54F,0,2,0.75
71F03645863775461035532,1,3,0.65
71F43380854142938A4CB6C,0,4,0.55
721033914071151567348C9,1,4,0.55
72163412542968882B70298,0,3,0.65
72363408299086053AF916E,1,1,0.85
72393364728976170D49803,1,5,0.45
723F3421537601664BF27AE,0,4,0.55
724336572339945713508F5,1,1,0.85
724337125634213434ED7D0,1,2,0.75
7247340539476205950EC56,1,3,0.65
724E3411833291000FF0978,1,3,0.65
72693619141655249BD4D56,1,0,0.95
72793378400670250667B8F,1,5,0.45
727F36553327697213B2487,1,1,0.85
72823432475271638EFB8BE,1,4,0.55
72AA343220972528772A333,0,3,0.65
72C136245930970303E4223,1,3,0.65
72CA365755666101924C86F,1,1,0.85
72D63365975722053E6127A,0,5,0.45
72DE3654808973161A1A78A,1,3,0.65
72E23402956956802A3BFB2,0,3,0.65
72EF3641355413400074A52,1,1,0.85
72F63431555146579EAD3A6,1,4,0.55
73073641069858214A5EDC7,1,3,0.65
73123665355080515AD48EA,1,3,0.65
731B3409384087666C78061,1,3,0.65
731E3602278307875826D13,1,4,0.55
73233385209807270B46B71,1,5,0.45
732D341117255431270979C,0,2,0.75
7354365588775060734C920,1,2,0.75
735636509679923106F141D,0,1,0.85
73753366157509530A92EA8,0,5,0.45
738A3404709221265FB4412,1,2,0.75
73A436666387582162ABA56,0,1,0.85
73DD34293852335553F2DF6,1,3,0.65
740D3420896928318323AB1,1,2,0.75
74113400782575820911286,1,6,0.35
744A36849798953490AD319,1,2,0.75
74753381383361910CF5C7F,1,3,0.65
74783406848143863035BDF,0,3,0.65
749C36372266381738F9EE5,1,2,0.75
74B93431910458687267E41,0,3,0.65
74C1337656498229346E3FE,0,5,0.45
74C63366245169912695DC8,0,5,0.45
74FF36470534073180AA9D0,1,3,0.65
75143422626569924F5775A,1,4,0.55
75233434001976298C58547,1,3,0.65
752734304996922678E39FD,1,4,0.55
753A339596139760437FABD,1,3,0.65
