M,p0,TAU,quantpred
9E453383533982217AC7498,0,4,0.55
9E453416019297179323042,1,2,0.75
9E49364791618533311FA25,1,2,0.75
9E5733800203848010944E9,0,5,0.45
9E6A3417906561727BBD8E9,1,5,0.45
9E713366161697241E71D66,0,4,0.55
9E7B3430519318045863F7C,1,3,0.65
9E7F3573761078343DE7DC2,0,2,0.75
9E97359790753331575AAB9,1,2,0.75
9EA83397740049362D04EE5,1,4,0.55
9EB53387662084508D6E1D7,0,4,0.55
9EB73418960256483875B83,1,2,0.75
9EBE34019189276202B0FD7,1,6,0.35
9EBF34013013158073AECAA,0,4,0.55
9ED83418314628168E7FA06,1,4,0.55
9ED934220938107822D2162,1,1,0.85
9EF0341603755336834A237,1,4,0.55
9EF136468301043716FBA95,1,1,0.85
9EF633681231409998C9CF8,1,4,0.55
9EFF3624707587684B463D4,1,1,0.85
9F0A3394803101028F7549E,0,3,0.65
9F193607161760234F7A020,1,3,0.65
9F213366115120593F8F6B5,0,5,0.45
9F2B365976995607506FC08,1,1,0.85
9F4333709672419755A445F,1,4,0.55
9F4534065023817931F761C,1,3,0.65
9F513367107741095942EC5,1,6,0.35
9F5533963587516407207BB,1,4,0.55
9F703665509110842A81856,1,2,0.75
9F7233662718644778E40BC,0,5,0.45
9F753420179009510614168,1,3,0.65
9F8334194559061907638C3,1,1,0.85
9F9A34140480231722052EC,0,4,0.55
9F9C3420047820974AD4ECA,1,3,0.65
9FA43416415664376718EBD,1,3,0.65
9FAE3637464629995A5E118,1,2,0.75
9FC03424914889526B2ECE6,1,2,0.75
9FDA336481316996925F5B2,0,4,0.55
9FDE36643646547375C1391,1,1,0.85
9FE33659704424666FDB38A,1,2,0.75
9FF63373411333167B76DE0,0,5,0.45
A00536286971025643A63F0,0,1,0.85
A02436358758510505B816E,1,0,0.95
A03033662931827570D8578,0,5,0.45
A04434190763197866EA032,1,3,0.65
A0493427037334194AA7449,0,3,0.65
A05436517399282249AB3E6,1,1,0.85
A0673379075171197503A5C,0,4,0.55
A0853408851429093E9BD9A,1,4,0.55
A08C3655534306428EE8685,1,4,0.55
A094341899589298978AB42,0,4,0.55
A095362130080958944F888,1,4,0.55
A09C3397458811027B74C64,1,6,0.35
A0AE339175227839800B729,0,4,0.55
A0BE341021268676189F8E0,1,4,0.55
A0EA3422189211344C4D9E2,1,3,0.65
A0EC3421603471468D8BEBE,0,3,0.65
A0EF3423817563957D1C6EA,0,4,0.55
A0F436059285759089C0DED,1,4,0.55
A0FA3390030465939C87BA7,1,5,0.45
A13D34040329504004CFFA6,0,3,0.65
A13D3406747710239DAB193,1,3,0.65
A1423423167848007A9C2F7,1,3,0.65
A14C3390324536242CE3963,0,3,0.65
A1683403558721830AD0293,0,8,0.15
A16936424135217672FFA92,1,2,0.75
A1753639293184935708FAB,0,1,0.85
A1A33410575309077F35FD0,1,4,0.55
A1AE3420766570593607936,0,4,0.55
A1C036651173300042DBC7C,1,1,0.85
A1C23419014758515CE5482,1,1,0.85
A1D33377806670862650AD2,0,4,0.55
A1D4341654736993811DD26,0,3,0.65
A1D83386686298440BFA780,1,4,0.55
A1DA36350982423384FC3EB,1,1,0.85
A1E1339985716083947E4C7,0,5,0.45
A1FB3395775783400F0399E,0,4,0.55
A22B34232135180850C27AF,0,2,0.75
A26E3425308778548A88744,1,4,0.55
A273357212899318415D9F9,1,2,0.75
A28134349906969258F90E5,0,4,0.55
A28236126561727289DA352,1,3,0.65
A2893420480405633844205,1,4,0.55
A2993423191109732093810,0,3,0.65
A29B33920179304225F875F,0,3,0.65
A2B934197427035718F93F6,1,3,0.65
A2C33569854612804BD464F,0,4,0.55
A2C63651927608236ED87FD,1,2,0.75
A2D534054828334550325EA,1,3,0.65
A2D73398358971494A37736,0,4,0.55
A2DB36669274663852A60F1,1,1,0.85
A2E63590410276138EE1841,1,2,0.75
A2E63643277665696D47A5E,1,1,0.85
A2ED3430919520540DC5247,1,3,0.65
A2F33589785869705502C24,0,4,0.55
A2F83418762386902A4A133,1,5,0.45
A3133670238683389C37F8E,1,2,0.75
A317342290745489049E68D,0,3,0.65
A33536295591261322587C9,1,2,0.75
A38534196811651134E9A82,0,1,0.85
A387340475235402677785E,1,3,0.65
A3963405717580691BADFC2,1,5,0.45
A39A336629683714568B8D2,0,5,0.45
A3AA3602473860900939B1C,1,2,0.75
A3B43424566296136610FA0,1,3,0.65
A3D5339855685268387E422,0,4,0.55
A3D83650414865494D9DE74,0,1,0.85
A3DD3599900847157D67F09,1,1,0.85
A41434231528108473CBC1C,1,3,0.65
A45C3395969285675194B38,1,6,0.35
A46636671347708055AE8AD,1,2,0.75
A47B3603959693549D8906F,1,4,0.55
A4933425101633952784A02,0,3,0.65
A49E34330143669744B6272,0,3,0.65
A4AE3366283579477A4E1F1,0,5,0.45
A4CB3385023873784533573,1,6,0.35
A4CE34022514657828C7B4A,0,4,0.55
A4CF3564355537090A27688,1,2,0.75
A4E43410609289912516430,0,3,0.65
A51D338520789178660C4A6,1,6,0.35
A52336003949318307AECD9,1,6,0.35
A5283365675261603839413,1,5,0.45
A5453414459562984E47369,0,3,0.65
A54A365082817463870867A,1,2,0.75
A55236134568077940A7DFA,1,1,0.85
A5623653049668034512AEE,1,1,0.85
A564359082472892742E95A,1,3,0.65
A56B362311057604050D8BF,1,1,0.85
A5753392610796812F07485,1,2,0.75
A5853392729832368F44EC2,1,6,0.35
A5853622311834482B474CD,1,2,0.75
A58A3412505481907F061C7,1,5,0.45
A5A936489737822442D9201,1,1,0.85
A5C03364789756000A2626B,0,5,0.45
A5C13429454603861F00157,0,3,0.65
A5CF33744828433778988EF,0,5,0.45
A5DD3660595057006A2E902,1,1,0.85
A5E83414056873120544067,0,4,0.55
A5F8365210458918386BF73,1,1,0.85
A60834210082474298D990D,0,3,0.65
A60D33827212503910ED5F2,0,4,0.55
A60E3637132145587D5F030,1,2,0.75
A6163411566918333BAA381,0,3,0.65
A61A363304930383984CE84,1,2,0.75
A61F339064911945858B333,1,4,0.55
A62736165909095818E41FC,1,2,0.75
A63B342217307675220B9F4,0,2,0.75
A63F341377786956031358B,0,3,0.65
A64436344472124992AC8E8,0,1,0.85
A64535848020945093F2087,1,3,0.65
A64D3365488914429A2E38C,1,5,0.45
A65A3655343556174BFE935,1,2,0.75
A66B359025949801468725C,1,1,0.85
A66F3395432421550DB3924,1,4,0.55
A67636025455681598D2991,1,1,0.85
A67A3394885776694C0ED17,1,3,0.65
A67E3423252594426A142C8,0,2,0.75
A68A3368030848829A4C461,1,5,0.45
A69534093452933263B4B3E,0,3,0.65
A697337042039731983BD1A,0,5,0.45
A69C3381541235598EA976E,1,3,0.65
A6A134216030128776A19BB,0,5,0.45
A6C8338241971668324CCC2,1,4,0.55
A6D4342982496074862E5B8,0,2,0.75
A6E6338571789738031B008,1,6,0.35
A7253638305699964B6C18B,1,1,0.85
A72A3672871746746279F74,1,3,0.65
A74E3680019055918CDAD27,1,4,0.55
A77C338118478988147CCF1,0,5,0.45
A77E34160563636043CA663,1,3,0.65
A7813627654434642091BE7,1,2,0.75
A7963389496592559163489,0,5,0.45
A7B43421407631960BDB962,1,4,0.55
A7B53639845615655A6DFC2,1,2,0.75
A7E53414297606265A59B8C,0,5,0.45
A7F334158929865787BEBD0,0,4,0.55
A7FD36275359311031D7233,1,7,0.25
A8013607061100616852058,1,1,0.85
A802338928870054304DD25,0,5,0.45
A80C3390068750209FD24D4,1,3,0.65
A8193654700387672502CBB,1,4,0.55
A8303629084291717D39D6B,1,1,0.85
A86B36333448917493E7D88,1,3,0.65
A86D339291387244936D7C0,1,5,0.45
A8763371544365132083FEF,1,4,0.55
A87E3402339914343256C8F,1,4,0.55
A8973662935509457239835,1,1,0.85
A8A23373970860377DE5330,1,5,0.45
A8A2341942561783816B042,1,4,0.55
A8CF3371043545599C294BE,1,3,0.65
A8E633880446579240E1979,0,4,0.55
A8E73658027725822101BC5,0,3,0.65
A9103426799711898C5BDB8,1,3,0.65
A929340440376640444561C,0,4,0.55
A93134249667435153ADCD9,1,4,0.55
A93A34294046349007499A1,1,4,0.55
A93C367361835230634B49A,1,3,0.65
A97233880956849712639C9,1,2,0.75
A97E3625681746366EDED0A,1,4,0.55
A98434217994301368584AD,0,4,0.55
A98C364207845912751B1CB,1,1,0.85
A9C43395151756852885162,0,2,0.75
A9CA33711130382711F71FC,1,4,0.55
A9CE3665295805113AA5BA8,1,3,0.65
A9DB3429057527240453D5E,0,4,0.55
A9E733814449541156B4AF2,1,4,0.55
A9F23637362399023254F11,0,1,0.85
A9F93402492231341739E2A,1,4,0.55
AA0134244508072521140B6,1,3,0.65
AA04340690150730665E785,1,1,0.85
AA0736690152615719AA982,1,1,0.85
AA2A36406812045985F8DFB,0,1,0.85
AA47367620481161264DFF4,1,3,0.65
AA5C3647848801016B18C81,1,2,0.75
AA5D3366392928179F0738B,1,4,0.55
AA723580622068097D73B35,0,4,0.55
AA8536311566298241C488C,1,1,0.85
AA873423391614681CF1748,1,3,0.65
AA8F34177168527944AEED6,0,4,0.55
AA9733755052935674DEA7F,0,4,0.55
AA9F3390475571384D0125D,0,5,0.45
AAA13413313375444BC2F33,0,3,0.65
AAB83419324267266B95F0F,0,3,0.65
AAD234316220293689EA77C,0,3,0.65
AAFF33657980935795ACCE7,1,4,0.55
AB3736618865060573178E9,1,2,0.75
AB443428395130794CC6A35,1,3,0.65
AB453366139086168D0D9CA,0,5,0.45
AB4B337609956344334DE68,0,4,0.55
AB4D3638738526030A62F3A,1,1,0.85
AB5035769381973165A2143,1,3,0.65
AB5A33901640103131F624F,1,3,0.65
AB6B34227561522542293FC,0,4,0.55
AB6E3419585082946095624,1,3,0.65
AB7B34010555626879B5D8F,0,3,0.65
AB7C3655985438121999743,1,3,0.65
AB7D336999618074143194C,0,3,0.65
ABB33380558716279117A9B,0,5,0.45
ABD03378750488914FC6F89,1,4,0.55
ABDA357747179244415C180,0,4,0.55
ABDD3597236123232771D1F,0,1,0.85
ABEA3640344718401C06989,1,2,0.75
ABF83401469149898B4C398,1,2,0.75
AC2A33758060359303D884C,0,5,0.45
AC45365389517722650BE3B,1,1,0.85
AC7633901511405169D20B0,0,6,0.35
AC7C3424649844379CBC4C7,0,4,0.55
AC7D33903983298854A420D,1,6,0.35
AC8E34324443768502D5E55,0,3,0.65
AC90364445692810299E594,1,3,0.65
ACCF36401369608367CB569,1,2,0.75
ACDF3417261412663E1EE0F,1,2,0.75
ACE13660787538141BFA0B8,1,0,0.95
ACE8343042371526515E50A,1,3,0.65
AD083632001517865E6AF4E,1,4,0.55
AD103631535596437DAB089,1,1,0.85
AD1036556120658227471DF,1,1,0.85
AD283620425699068054812,0,1,0.85
AD43340246304926959204A,0,6,0.35
AD5336259231516238B3300,1,1,0.85
AD5D36883174960159767E9,1,1,0.85
ADA43395310801122F772DC,0,5,0.45
ADB236400205074392F72BC,1,1,0.85
ADC23665965512831911DE2,1,2,0.75
ADD6341951800756766EEB3,1,2,0.75
ADF73383984149359965546,0,6,0.35
ADF93650681847633E50D17,1,3,0.65
ADFA3403304508050E2C4AC,1,3,0.65
AE2233845372303988EC4F8,1,6,0.35
AE2C3661337201580F31D22,1,2,0.75
AE2E33910187145860A9EFF,1,4,0.55
AE3536611655082805CD74F,0,1,0.85
AE3A36507393853405BD8F7,1,2,0.75
AE5F3661936913763B78095,1,1,0.85
AEA234106507564469DFAB7,0,3,0.65
AEA3340641172408826224B,0,2,0.75
AEA4339149370523503D323,1,2,0.75
AEA734146059374979E0FAD,1,5,0.45
AEA736206547856836FB8FE,1,1,0.85
AEB03376434308622E1208E,1,4,0.55
AEC834279760311032350C4,1,4,0.55
AEDB36374033604460F3E08,1,1,0.85
AEEB357633635372128828A,0,3,0.65
AEF33428992031343470193,1,3,0.65
AF0234215665891468BD720,0,5,0.45
AF0B33645761537765A0954,1,4,0.55
AF13364070220208371F131,1,1,0.85
AF253573963519458DF9398,0,2,0.75
AF293405380330191E5DE6F,0,5,0.45
AF2B3379046315710F407D7,1,3,0.65
AF363644779056912A76225,1,3,0.65
AF4B3398744446879DA807E,1,6,0.35
AF71358938409147842D539,0,3,0.65
AF7B3594166097253A356F6,1,1,0.85
AF823632792287198CA2CD1,1,1,0.85
AF873391908419800CA54B1,1,4,0.55
AF9E3406623263193AB374C,1,3,0.65
AFA4339305505213902B027,1,6,0.35
AFB63396592566319A5F406,0,3,0.65
AFBF33706939353293485E5,0,5,0.45
AFC63594048694253D131B8,0,3,0.65
AFD233935577284986E0537,1,4,0.55
AFEB3365600552024BCF1BD,0,5,0.45
AFF234328588748790FB519,1,3,0.65
AFFB3380687633469A05AFC,0,4,0.55
B00C33765320376161DADF2,1,4,0.55
B01333766834847969F2731,1,4,0.55
B01C336517584867644B44D,1,4,0.55
B01F36357947912266889E2,1,2,0.75
B0283427203730070EA9CD2,0,4,0.55
B0383421608741409A78781,0,3,0.65
B04C3663202691704FCA0F4,1,1,0.85
B05D3620626212174A0A126,0,4,0.55
B0723665735559460B7FC55,1,1,0.85
B076362802992833569236E,1,1,0.85
B08A3374428277512D38B9E,1,4,0.55
B08E3419959922048FFB4BA,0,4,0.55
B0AF3648422902176BA9BDA,1,3,0.65
B0B83630210207997392208,1,3,0.65
B0BE3644321837367FDB122,1,1,0.85
B0CF3381290428269CF2641,1,6,0.35
B0CF36593169485575A0257,1,2,0.75
B0D23660768078282CC20DD,1,1,0.85
B0E936678877910453A4248,1,1,0.85
B0EF3631282548352B381CE,1,2,0.75
B0F03660282366543C0A31C,1,2,0.75
B0F23392833124661E7A26C,1,4,0.55
B1143658728129281FEB0C8,1,1,0.85
B11734177656304652496BF,0,5,0.45
B11E3404382818873134CE8,0,2,0.75
B121360828838518173F7BF,1,1,0.85
B1293429212458430A9D021,0,4,0.55
B13B34317297736445759A7,1,4,0.55
B1413368999297381D29992,1,5,0.45
B14B3432281364811BBAA83,1,3,0.65
B15F3591722034854A27AD9,0,4,0.55
B1743598769086784223E0C,1,1,0.85
B17636219784615318F6E90,0,1,0.85
B18133936790096227F59D5,0,5,0.45
B1843423855371253490A69,0,3,0.65
B1BA340901478919985EE41,1,3,0.65
B1BB339405123897927B1F7,0,7,0.25
B1F73628071382096012AD1,1,2,0.75
B1FD3372962704153FAE3E2,1,4,0.55
B20D3609449478727D6EB76,0,4,0.55
B2103366451137495D3C703,1,4,0.55
B23B357490913131297367B,1,2,0.75
B23D3420093585313D3C777,1,3,0.65
B258341848118427480BBFC,1,5,0.45
B2683421235127328C7EAFC,0,4,0.55
B26F360105947532113E266,1,2,0.75
B29334156220594552BC0C0,1,4,0.55
B2AB33826004367903C5AC2,0,4,0.55
B2D436152228842109ACABA,1,3,0.65
B2D53639109711045A04C1E,1,1,0.85
B2E3343117477401295FAAE,0,3,0.65
B2E53428178955515D7993D,1,4,0.55
B2E73649114680692DF7554,0,1,0.85
B2E93427705362022200394,0,4,0.55
B3023419333587997BFCE2B,1,4,0.55
B30E33781100118949DD5F9,1,6,0.35
B3153387101131527EC8484,1,4,0.55
B31D3590032997856B10407,1,4,0.55
B31D3654245217503AF3B90,0,4,0.55
B3303654674476002340214,1,1,0.85
B362336516842165957AA03,1,5,0.45
B3683365228845092CD0154,1,4,0.55
B36C3579877095623A73D34,1,3,0.65
B3733575239280924EE2BD6,0,3,0.65
B37536328018264112DA07C,1,1,0.85
B37F3613790006683DC42B2,1,0,0.95
B38D34257236599355F350B,1,3,0.65
B3953422016789273600FC2,0,3,0.65
B3B1342040613252876C0F7,1,2,0.75
B3D33581330600634828F1F,1,2,0.75
B3E03627279257475D065F8,1,1,0.85
B40133694774370434DB0F0,0,5,0.45
B4073390021722088890CD9,0,5,0.45
B420362065881224423A767,0,5,0.45
B4283367183522267BC3A54,1,3,0.65
B42C36563939152815086AB,1,2,0.75
B4363590113057821D816EC,1,5,0.45
B4413390927352383E6307D,0,6,0.35
B44F33782042886931C05BB,1,5,0.45
B46B360473605741767BBF8,1,0,0.95
B4703627169321227DCD047,1,3,0.65
B4743421861601396120C9D,1,4,0.55
B47834331167574662A82F4,0,3,0.65
B4823614638325712EA420D,1,1,0.85
B4833398917881559CB8FC6,0,6,0.35
B4A534056481181449E7974,0,3,0.65
B4B036329137019827B1C67,0,1,0.85
B4BB3427439720246D09229,1,3,0.65
B4C634109624869762EA937,1,4,0.55
B5033423482773060A0C7C1,1,3,0.65
B50736321378313708B957E,1,2,0.75
B523363682661923375B262,0,4,0.55
B53E3656508367157015901,0,2,0.75
B5423618331004122B13BE8,0,2,0.75
B5663365829361556730DBC,1,5,0.45
B56834048607468138DCB26,1,2,0.75
B57D36343717289890700FA,1,0,0.95
B5813397085329821F790BE,1,4,0.55
B59C36080418454549D0E88,1,2,0.75
B5B23386792810091563543,1,4,0.55
B5E5363365098569371DE26,0,1,0.85
B5E73365126608185A2AAD5,1,4,0.55
B5EE3422629836457EDB6B5,1,3,0.65
B5FA33918066781073AEAA6,1,4,0.55
B6043420716436609DE3517,1,4,0.55
B6263618853449432C80EA9,1,1,0.85
B63A337888585956429A5C6,1,5,0.45
B64636344146962043354B8,1,2,0.75
B64B3383841798034155E97,0,4,0.55
B66533754444106485F80CF,1,5,0.45
B66D36002371097085C9D21,0,3,0.65
B69B3575767274643BC6B07,1,4,0.55
B6B93408636266488685099,1,3,0.65
B6BA36521129738993FFDD2,1,1,0.85
B6BD337715094822298FE69,1,3,0.65
B6DB3433382816784AFE98C,1,5,0.45
B6E93624605856771B9C72D,1,2,0.75
B6EC3377249993219853925,0,4,0.55
B70D3420863932547372D63,0,4,0.55
B72733644028113825035DE,0,5,0.45
B729342312676407272CDC4,1,3,0.65
B73136067296565107DBD88,1,0,0.95
B7393431654957385C2E635,1,3,0.65
B76D3388241942083C1602E,1,6,0.35
B7723422585980884C4766D,1,3,0.65
B78036336877614227AE25A,1,1,0.85
B7843375870603455CA62A2,1,5,0.45
B78B3412285735176E1F4D5,1,3,0.65
B7A833882775415492B587B,0,5,0.45
B7C136337126428474042F4,0,2,0.75
B7DD34317713952011B273C,1,3,0.65
B7DE3376683260465811F91,0,5,0.45
B7E134131000369344B7BAD,0,3,0.65
B7E53422809416075B415F6,0,3,0.65
B7EE3659721559435AEF67E,1,1,0.85
B7F734213628535618AFAD3,0,4,0.55
B8063603557698524F4D8DC,0,2,0.75
B82036665902926626B7F58,1,2,0.75
B82B365658621519847AF73,1,1,0.85
B83E33847117663660AFC1E,0,4,0.55
B88C34167890742545866B1,1,4,0.55
B88D3364429178785F12455,0,4,0.55
B8AD3661084196544F01D97,1,1,0.85
B8B03418170997844BD8591,1,3,0.65
B8C63418829423507BC5F77,1,3,0.65
B8CC3365291699844E51919,0,5,0.45
B8D33387194003615D2EB0A,1,2,0.75
B8D53431084707243211AC3,0,4,0.55
B8D7342909838934545E814,0,2,0.75
B8FB33765035417841FA02E,1,6,0.35
B8FE3369962278056FB1098,0,4,0.55
B9033641666888794C50922,0,1,0.85
B90B3421531620885D7038A,1,1,0.85
B91E3378353612179B98BA4,0,5,0.45
B94A3383836856210C94D44,1,3,0.65
B95134029369064555C9178,1,2,0.75
B96A340681241490281700D,0,2,0.75
B96F3618092099338891CAD,1,3,0.65
B97F36642657205045EEA5F,1,0,0.95
B98B34202121760293CEC5C,1,4,0.55
B9913430202900454B4C69D,1,1,0.85
B9973635916741497058FC8,0,2,0.75
B9A33365214634915E6EC45,0,5,0.45
B9CA356424280637180727A,0,3,0.65
B9D23389787507098395F8D,0,5,0.45
B9ED33844127927360CDE42,1,5,0.45
B9FE337602013254005669F,1,4,0.55
BA12340180233062635D12E,1,4,0.55
BA243426004556132C3371C,0,4,0.55
BA3C33974165875952A5815,1,4,0.55
BA4B36488635435669D10AD,0,1,0.85
BA603662016176154E8B9F8,1,2,0.75
BA663422025711829D6FE0D,1,4,0.55
BA75338895330943031C3CF,0,5,0.45
BA8C3365768410127176B43,1,3,0.65
BA8D3365181474571DD6B21,0,4,0.55
BA9634339802222149CC059,1,1,0.85
BA993649351834611E6B979,1,3,0.65
BA9F33653249167569DFC92,1,4,0.55
BA9F33724822257025FFAA6,1,4,0.55
BAA83419226122396BA0392,0,4,0.55
BAB83421691379121528ECD,0,3,0.65
BABA34121042548058CA3FA,1,3,0.65
BAD33380977450555665E63,1,5,0.45
BADB33793754626222619E3,0,5,0.45
BAE5360458510433823B04E,1,1,0.85
BAEC3600585778466F6B397,1,1,0.85
BAF536220371290142BE00B,1,2,0.75
BAFD3657136725313198EEF,1,1,0.85
BB1534053330811519C89B5,0,3,0.65
BB2236107885977384745F4,1,1,0.85
BB3736591444407470AB807,1,1,0.85
BB3A341874855373067CB0B,1,5,0.45
BB4C339243402971882E002,1,3,0.65
BB5D3403730375930DAC319,1,5,0.45
BB5E3653196025321D92308,0,1,0.85
BB73338356021585067CB8F,0,4,0.55
BB7B364485439732097AEE0,1,1,0.85
BB7F3385270554523258F55,1,5,0.45
BB813666727655477EC4D74,1,1,0.85
BB8F36309588929239A77F0,1,2,0.75
BB943643664459079ABBEC6,1,2,0.75
BBE23376040095284647CA5,1,5,0.45
BBEB3369343141710AE32D5,0,5,0.45
BC003381307039196732A6C,1,4,0.55
BC1D33700098029164DC38F,0,4,0.55
BC3633844527479126DE13B,1,5,0.45
BC523616507111292D9F867,0,1,0.85
BC6036368679995362F0BF5,0,2,0.75
BC633383390516571C1AADC,0,5,0.45
BC8D339661489507667E8F4,0,3,0.65
BCA8336901263538452285D,0,4,0.55
BCB73633423421615B84C4D,0,1,0.85
BCBB3609497747959A33CF6,1,2,0.75
BCC03594552472838AD904A,0,2,0.75
BCD4336542028241524A089,0,4,0.55
BCDB3381664057722A992BF,1,5,0.45
BCDF33993692812670B1EED,1,5,0.45
BCE336624220782974B3436,1,3,0.65
BCE5366564444040492DF61,1,3,0.65
BCE733919463740078A4F7B,1,4,0.55
BCEC339758985813878FB41,0,3,0.65
BD0836599701272763FDE6A,1,2,0.75
BD0E3398179800237D7D262,0,4,0.55
BD2434029388763874E74C0,1,4,0.55
BD333631454117314EFB7C8,1,1,0.85
BD43336617969894833CE0E,0,5,0.45
BD453598478111314AA9253,0,1,0.85
BD493643567683847644B71,0,1,0.85
BD4C3631880778346E381AF,1,3,0.65
BD84337810418224786E592,0,7,0.25
BD94365564449972536F1CB,1,1,0.85
BDAC3426867196785487E46,1,2,0.75
BDB234196614360776F7FF5,1,2,0.75
BDC4337099568679638F4FE,0,5,0.45
BDFA3371314879996D20964,0,4,0.55
BE103402529537721E8407D,0,5,0.45
BE123431901757202F06F7D,1,3,0.65
BE2C34192089424753FB2B0,1,3,0.65
BE41336542806035849B28C,0,6,0.35
BE4234130565376268283A1,0,5,0.45
BE4D34036132590036B3D1F,1,3,0.65
BE53364854338545892C548,1,2,0.75
BE723371094572016E14A9C,1,6,0.35
BE733607954068307782F9A,0,2,0.75
BE933400093677931B0C34A,1,4,0.55
BEA03376652480269CA9DBA,1,5,0.45
BEA4339870669278290D19C,1,5,0.45
BEAC33719245340594B4F74,0,4,0.55
BEB336136250334513D34D4,1,1,0.85
BEBF3432267147899FAE7A1,1,0,0.95
BEC1337703546161632E2FD,0,5,0.45
BEC136489738229552C141B,1,2,0.75
BECB3366366597582F6A38B,0,5,0.45
BECB3377973225775076057,1,4,0.55
BED833686973588608127F3,0,5,0.45
BEE13429355479560B66A9E,1,3,0.65
BF023399112779913E0B338,1,3,0.65
BF063635936048766474D8F,0,1,0.85
BF3936245364454170065F1,1,1,0.85
BF443417537838795E6663E,1,4,0.55
BF4636468152518470C494D,1,2,0.75
BF5A3415848778715749B77,1,4,0.55
BF5F36374833956798CF29C,1,0,0.95
BF603642931025471C06DCF,0,1,0.85
BF733364422861545597AB0,0,5,0.45
BF7636543270904592C7FF2,1,1,0.85
BF79342113305359165748C,1,3,0.65
BF7C35903174007865DCC74,1,4,0.55
BF823424600828764DB5B91,1,3,0.65
BF843378226353758966C0A,1,4,0.55
BF933380480088168931530,1,4,0.55
BFA33419001958498AA4777,0,5,0.45
BFA63425628218376A0BF2D,0,4,0.55
BFAB34212454111117584CE,1,2,0.75
BFB734119825720571D2A6E,1,5,0.45
BFB93655504045836CFEDED,1,1,0.85
BFBE365696604707125DA39,1,1,0.85
BFCF3629805415459CF105D,1,1,0.85
BFEB3573541622092D9F69D,0,2,0.75
BFEC36297356630731A0544,1,2,0.75
BFEE3382995271181ED0A3F,0,6,0.35
C01E3631791662638F4B61C,1,2,0.75
C047365903049439794E212,1,1,0.85
C04C36410701192792FA9B7,1,1,0.85
C0603653183886641547642,1,3,0.65
C07E33972343089686FEFEB,1,4,0.55
C08233747675446117CA397,1,5,0.45
C0823651857094292E6ADDD,1,2,0.75
C08A3415800273914C92133,0,4,0.55
C0A236181462782141A437D,1,2,0.75
C0B63428622022369D9D1E1,1,2,0.75
C0CD3364784269880D130BB,1,5,0.45
C0CE3381754606464897E2A,1,6,0.35
C0D636826851855111E30A6,1,1,0.85
C0D734239343559154E70B5,1,4,0.55
C0DC342675984479863D773,1,3,0.65
C0E335951671896976E012D,0,2,0.75
C0E336169704270037AD667,1,4,0.55
C0EE338846743779562D4CF,0,8,0.15
C0EE36168160116935390C2,1,1,0.85
C0FE36034204481702CAE76,1,1,0.85
C1013365272072855A48F6D,0,5,0.45
C10234288431958126B5D65,1,3,0.65
C107343103192201585C1DA,1,1,0.85
C11F364886709264592D5E6,1,1,0.85
C1223397865885069E17C9C,0,7,0.25
C1253630586821893F49267,1,1,0.85
C1403394235661427F2900D,1,5,0.45
C1533433701017835CC0266,1,3,0.65
C15733655558033802AEDA1,1,5,0.45
C15B3390783345699C431DE,1,4,0.55
C1713377637883009046117,0,5,0.45
C17D3645887446902979224,1,1,0.85
C1A636187766976786194CD,1,3,0.65
C1AD3644148477575425532,1,2,0.75
C1C734343101796128D87CD,1,3,0.65
C1CF3588839117041669013,1,2,0.75
C1FA3377485038296393C18,1,4,0.55
C207341706141845925C081,1,4,0.55
C208362071087697590268B,1,2,0.75
C20B3430901225190455A96,1,4,0.55
C24336557556716793BE0D3,1,3,0.65
C249358642979756331ED11,1,2,0.75
C2503380534050476D40735,1,5,0.45
C2683393149958808392793,1,4,0.55
C27134029732843335D9239,0,4,0.55
C276339205068895036312F,0,3,0.65
C278342753432797075DD67,1,3,0.65
C28D336808232595937A285,1,5,0.45
C2983393331408933F86902,0,6,0.35
C2A73392441219547B2D075,0,2,0.75
C2B134260207663352B0E9D,0,4,0.55
C2BE341988722163769490B,1,4,0.55
C2C836229510877809AB2B1,1,2,0.75
C2DA36418211472671F46F2,1,1,0.85
C3013421038200063D0DF58,1,4,0.55
C31A3623423656985931AAB,1,2,0.75
C32833868896515667BB226,1,3,0.65
C3313382876054634CF8736,1,5,0.45
C34E3382060173043CA7FF4,1,3,0.65
C35134225097592090213A2,1,3,0.65
C35E341380735268868A58D,1,4,0.55
C3823385183540502A0838A,0,4,0.55
C39B3636686645125750EBF,0,1,0.85
C3BD3418989472609421B81,1,2,0.75
C3C634205340365286ECCED,1,4,0.55
C3D93642548581120127F09,1,1,0.85
C3DF34104911612901371FB,1,3,0.65
C3E0338980043588145E9B4,0,5,0.45
C4033384513908404E391B3,0,6,0.35
C42633699013567952F5711,1,2,0.75
C429339920767389638E330,1,6,0.35
C4973608614229812FA3623,1,2,0.75
C4A73384625760905FCB275,0,4,0.55
C4A83662503870753D15A84,0,2,0.75
C4E834170595558591FA11D,1,4,0.55
C5043410358544609C2FAF0,0,4,0.55
C5233421792995365A2861D,1,4,0.55
C52E34241977211826E9FE0,1,3,0.65
C52F3660465238145250264,1,2,0.75
C5373419000291655C3E8C4,0,5,0.45
C53B36503758332956F0F20,1,2,0.75
C5463400155667611A04216,1,5,0.45
C54A363366649358050E130,1,1,0.85
C5503629050767466E0990C,1,0,0.95
