M,p0,TAU,quantpred
79B93642367371881060224,1,4,0.55
79BE3671439831552396708,0,4,0.55
79C73620254505073DA6FDB,1,3,0.65
79C736430521028522EDFE4,1,4,0.55
79E3364722539567509F191,0,3,0.65
79E836532684826552C846D,1,2,0.75
79EF36427471645702DDE6A,1,2,0.75
79F736980500331954A0330,1,4,0.55
79FB3682637631368698A89,1,2,0.75
7A2836429289242845BB149,1,5,0.45
7A3A36486526093205E2C86,1,3,0.65
7A4C3618797490795C04692,1,5,0.45
7A4C36552668929926B9971,0,0,0.95
7A5F36427733673002BEB1A,1,1,0.85
7A603662786635367AE6B75,1,3,0.65
7A6A36417094000199EBE37,1,8,0.15
7A6C36326816593378F6D45,1,4,0.55
7A6E36248637026268A5648,1,4,0.55
7A713619310166728665630,1,3,0.65
7A7A36506019907575640F3,1,3,0.65
7A8E36425696855645257F1,1,4,0.55
7A903649009093863B7F883,1,3,0.65
7A9B36459365027110E80F1,1,5,0.45
7AA036156660373210461E8,1,2,0.75
7AB836387108642397214E8,1,2,0.75
7ABF3638856532142247D7F,1,2,0.75
7AD336391702060125C8778,1,3,0.65
7AD83658216353283B42ADA,1,4,0.55
7AEC364524003842680D02D,1,4,0.55
7B0F36314718169857342A1,1,3,0.65
7B173632766881357254F4E,1,3,0.65
7B2636477905418374E64DB,1,3,0.65
7B2A3651726168048C67F0E,0,3,0.65
7B4636577371520736180E2,1,6,0.35
7B593627741568947D3F3EF,1,2,0.75
7B6A36335362705587DF492,0,3,0.65
7B7B3622045224888B45FB5,1,1,0.85
7B9036388241066248DF146,1,3,0.65
7B9C3672188245044A44BA0,1,4,0.55
7BBC3631300588160849274,1,3,0.65
7BC53657272655049588540,1,2,0.75
7BC736844941281599CC6D0,1,8,0.15
7BCF3634997326576E15C18,1,3,0.65
7BD0366965477772515E372,1,3,0.65
7BD4361658983055303C48A,1,3,0.65
7BD83657849713280C2913C,1,4,0.55
7BE036606340835577FD6BE,1,3,0.65
7BFD3656290074147AF63ED,1,3,0.65
7C013653045679376C9650B,1,5,0.45
7C1636567952579940033E6,1,3,0.65
7C263653032802690B32EAA,1,1,0.85
7C273653500907714A15AA1,1,3,0.65
7C303634790093592A5EE40,1,3,0.65
7C3F36269354672578FE0BE,0,2,0.75
7C42365630853553585AEB8,1,3,0.65
7C5D366238434993947DF43,1,6,0.35
7C7036207498285697A532A,1,3,0.65
7C843660568540749770AF5,1,5,0.45
7C8D36137633898852C64B5,1,3,0.65
7CB036552499825795CD1EC,1,2,0.75
7CB536542233891149D3D8E,1,2,0.75
7CBD3659393524940771F82,1,3,0.65
7CC336409656184777B10F6,1,5,0.45
7CC83619865974691CBDEA2,0,3,0.65
7CE63628849941901DD6BF1,0,9,0.05
7CEC363751120761192CCDE,1,8,0.15
7CF9366503377708907B2F1,1,2,0.75
7CFF3648516528223B4647C,1,3,0.65
7D053660937643399735D06,0,3,0.65
7D1B36132319877870894E8,1,3,0.65
7D20364769653174547857A,1,4,0.55
7D313644286815404C0A7D0,1,3,0.65
7D353635072963968209F7F,1,3,0.65
7D503655384482078651CCC,1,5,0.45
7D60361293148451419BD8F,0,4,0.55
7D643628157278868698E05,1,4,0.55
7D6A366117038747151C81B,1,3,0.65
7D6D3658842354554276A97,0,3,0.65
7D743615939019596D68C53,1,0,0.95
7D763634674148011BEA0E5,0,3,0.65
7D9F3628198192599223360,1,2,0.75
7DAA3643860143379E1AB83,1,2,0.75
7DBA365292638671229F6DB,1,4,0.55
7DCB3629932814140DA10AE,1,3,0.65
7DD13642510683606763944,1,5,0.45
7DD7362621906256714AE69,1,5,0.45
7DFD36412974913511BE184,1,5,0.45
7E07363541414939802FE02,1,3,0.65
7E133638906568873EF3563,1,3,0.65
7E313636670200792781521,1,5,0.45
7E363629035572900F828D9,0,3,0.65
7E40364747443120129C411,1,2,0.75
7E4E36429716688148A7F04,1,3,0.65
7E4E3655449145527FC0323,1,3,0.65
7E5536517861000590E8C71,1,2,0.75
7E563649785022926E2EB55,1,4,0.55
7E6E3661222050150F48D1F,0,3,0.65
7E74361590918088702ACCA,1,0,0.95
7E8F3636021560472934271,0,3,0.65
7E9336464831931299035F6,1,3,0.65
7EB03619198458764845B31,0,3,0.65
7EBA36509952146856238C8,1,3,0.65
7EBD3655826487379E3CB23,1,2,0.75
7EC9364025524431997C791,1,3,0.65
7ECE37018426982081EA6A5,1,4,0.55
7EE5364387793512299B59F,1,4,0.55
7EE73619124796282F1A78E,0,3,0.65
7EEF36157551750150129F0,1,3,0.65
7F0A3623389139813E1A2F5,1,2,0.75
7F0A3627450211548769D97,1,3,0.65
7F313644250900574F4E9C6,1,3,0.65
7F38365970013944528F4AF,1,9,0.05
7F473621827423408BA2F6A,1,2,0.75
7F6B36404660782591E8DE4,1,3,0.65
7F6C3650283353360CF2236,0,4,0.55
7F6D3651172360965149019,1,4,0.55
7F733644676295881F6EF20,1,5,0.45
7F8636238046472426AD9A9,1,3,0.65
7F91364291252970161F5F1,1,3,0.65
7FBB3630567131259899243,1,2,0.75
7FE03633667792262EE432D,1,3,0.65
7FE03659410492869B21EEE,1,2,0.75
7FED3635591544994E302A7,1,3,0.65
8013363023648787677FE4F,1,2,0.75
802E3624196166801358348,1,2,0.75
802E36242493001278AEB69,1,2,0.75
80323643290880186CACD94,1,2,0.75
80433679175785267CC5B7F,1,4,0.55
804A3617310668150A9ECCF,0,4,0.55
805F36637008464353DF48A,1,3,0.65
8073362046534967166CC85,1,1,0.85
80733627282719330B1DE29,1,5,0.45
80893657456506811F0472B,1,3,0.65
808E364026716931898D661,1,2,0.75
809E36498319567872DE478,1,5,0.45
80A036388837600648E3456,1,2,0.75
80A536164487463898C3A35,1,3,0.65
80AF36557288118222B2E50,1,4,0.55
80D13638864651201BA53F9,1,3,0.65
80F9362766499482435E5CF,0,5,0.45
81103630140271460EF3799,1,2,0.75
81193629519883751EB500E,1,2,0.75
8119363819378311764707A,1,3,0.65
813D365347576006559A6EE,1,4,0.55
81643624318587824018DE2,1,3,0.65
816C3660623459582DCA58B,1,6,0.35
816D3630987551965D0B025,0,4,0.55
817C361623208339296F165,1,9,0.05
817F365123036926604D764,1,5,0.45
818536486187213633B4C98,0,3,0.65
8188367533427233418C16D,1,3,0.65
819236209066958133EDC0D,1,2,0.75
81923656724750842644DAA,1,6,0.35
81A93665367937139584130,0,3,0.65
81B43622280246745D4B627,0,3,0.65
81C33642216260496784798,1,3,0.65
81EE3653249077495C71024,1,5,0.45
81F236642548547203E7686,1,3,0.65
82013660678408958A936FE,1,2,0.75
82443630997526093DB575D,1,1,0.85
8251362433732851754841F,1,3,0.65
825F36602599521902274AC,1,5,0.45
828836340398527555DB65D,1,2,0.75
82AA36550147373853CC0E2,0,6,0.35
82BF3639922932478636311,1,5,0.45
82C4361963498698447D1DB,0,6,0.35
82CF3642458522487B9156A,0,3,0.65
82E3361895835189211C900,1,3,0.65
82E83657096173540E23F63,1,2,0.75
83013642978784558E465C0,1,4,0.55
83073630945930444457194,0,2,0.75
830D3619904114847A59729,1,3,0.65
830D363924477663179C765,1,3,0.65
8314366929509050086D59B,0,3,0.65
8315366486637341452869C,1,3,0.65
83163635106922934444B02,1,3,0.65
83283616971746609FA5984,0,2,0.75
832A36252214755511D60CA,1,3,0.65
83353650998143988865419,1,2,0.75
83433652429010118CD89C0,1,4,0.55
83443623073770353D864D8,1,2,0.75
834C361694939989938690D,0,4,0.55
835E3664963798312E039D8,1,2,0.75
83793615396581144D7D475,0,3,0.65
837D36363180323410A22C5,1,3,0.65
83843652057905839F39C90,1,3,0.65
83873634979896332A68085,1,2,0.75
839F36456487043317CF703,1,3,0.65
83B93637573591320F1A9FD,1,3,0.65
83C636340781743625F9EE5,1,2,0.75
83EE36164984350080822BC,1,4,0.55
841436453290989893E5986,1,3,0.65
841436593987813593D3B2D,1,3,0.65
842C36425637674729666A9,1,2,0.75
842E3638781637334F1F244,1,4,0.55
842E36517388442567B24E7,1,4,0.55
846C3643403482824973B5C,1,3,0.65
849B36465769610563B4B05,1,5,0.45
84B636220403861585BAC64,1,3,0.65
84BA3633343894944286727,0,7,0.25
84F13657916683006674E6F,0,5,0.45
84FC3645089403735CBB30D,1,3,0.65
850E37005221576783B21E4,1,3,0.65
851A36626177075695374F8,1,6,0.35
852A365509971151233D4C9,1,1,0.85
854936927534680811472B4,1,4,0.55
855636478923535314CC026,0,3,0.65
8559365768389742441AAAC,1,3,0.65
856236593955433264BD714,1,3,0.65
858E36706559076846A793C,1,3,0.65
85A33649175082606A5AFD6,0,2,0.75
85A73660598414453173D63,1,3,0.65
85AA36518238044961B480F,0,1,0.85
85BC3651199699739AAA625,0,3,0.65
85C236590090564947AF899,1,5,0.45
86023630120711332E19758,1,4,0.55
861D3657609720787F3790D,1,3,0.65
863936507156371569C7E91,1,3,0.65
86473629486570286779FB1,0,4,0.55
864F3653275388163BF62EB,0,3,0.65
86633632797534118E68B2F,0,3,0.65
86673652952378410184734,0,0,0.95
86723652967979538AFB00F,1,3,0.65
86833623370523716924426,0,6,0.35
86833653821126069CBF968,0,2,0.75
868A36361524689287CC1C5,0,3,0.65
86903630125076046CD5EDB,1,3,0.65
86923636073359177F3A3CD,1,5,0.45
8698365638389843616FDF9,1,2,0.75
86993643031763707AF1E19,1,7,0.25
86AE36438664843838D88D9,1,3,0.65
86BD3620605540102B42790,1,3,0.65
86BE363823952256169C6EC,1,7,0.25
86C53634389394971F21E00,1,4,0.55
86CF3660044977030680868,1,4,0.55
86DC3625331994554D3930C,0,3,0.65
86DD36334339936302DCDD2,1,3,0.65
86E13638720713485B01DD4,1,6,0.35
86F33667343651010C90591,1,4,0.55
86F83625659674693B9BDFF,1,3,0.65
86FD3614180562007276F0C,1,3,0.65
87073656943668907B29B4B,1,7,0.25
871236573132380737EAF7E,1,4,0.55
871436561094644203255AE,1,5,0.45
87153628540094095F0CD39,0,4,0.55
874A366057023506453FB13,1,1,0.85
87713659513627943EA2573,1,2,0.75
87A23615876115798E02689,1,2,0.75
87B036384803479918305B0,1,3,0.65
87BA36552036243514D04BD,1,4,0.55
87CE3619910743061A822B6,1,2,0.75
87CF3658640943335536B6C,1,2,0.75
87EF3645154567564B70EAC,1,3,0.65
87F23639970571153E36E8D,1,5,0.45
882C3619707100881E90C31,0,3,0.65
8832365962028569525FBF9,1,3,0.65
8841364518090204803F1F2,0,3,0.65
8869364943765301755EBF2,1,5,0.45
88763656943577034604401,1,3,0.65
88883625357799738E94049,0,3,0.65
88983632131720426684FFA,1,2,0.75
889C3657070604863780FC3,0,3,0.65
88AD3659346838345000045,1,2,0.75
88B8362352864887008973C,1,3,0.65
88BD3615667867315CFA703,1,3,0.65
88BE364220644110450EF3B,1,3,0.65
88C63636698161491E8DD22,1,7,0.25
88D436266413500173593E4,1,2,0.75
88DA3629054665552B74401,1,2,0.75
88DD3621506864663A46A93,1,3,0.65
88E13617006764846990657,0,4,0.55
88FC36278263527831267CF,1,4,0.55
88FF363977007695669693F,1,5,0.45
890536121833322762E8947,1,3,0.65
89093635789728968454906,1,3,0.65
89223621965242006861F92,1,5,0.45
892D36286513558999B69B8,1,3,0.65
89383622388041784F7E856,0,5,0.45
89423640073406726ADC5C0,1,3,0.65
895F3630342874012A24C03,1,4,0.55
896136256609336361B80EF,0,3,0.65
896236495568897104B2542,1,4,0.55
896C36364797341397BDA7A,0,3,0.65
89913634150454822456AD3,1,4,0.55
899D36160857831621DDD77,1,7,0.25
89A13638171070735762AE1,1,3,0.65
89A536296143656293A8983,1,3,0.65
89A836789525198505E6E2D,1,3,0.65
89B23615648054400A90B39,1,3,0.65
89B33647626476331083B50,1,3,0.65
89B536501868150280A08EC,1,4,0.55
89BD36536211479129CC5F0,1,4,0.55
89C93621001001729E48F44,1,3,0.65
89DD36140626878948733F0,1,3,0.65
89DD364607943225641B7F7,1,7,0.25
8A043633244518337353632,0,3,0.65
8A0536323556186164FB316,0,3,0.65
8A0736330135558482DFF7C,1,3,0.65
8A0F36276260267857FD9FF,1,2,0.75
8A1236519264042892CB89D,0,3,0.65
8A223625057846047FD3E77,0,9,0.05
8A243633192783024E2CF8C,1,3,0.65
8A2636488766226642328EA,1,3,0.65
8A40364523741689052EB3D,0,3,0.65
8A4E36541281443938FD055,1,3,0.65
8A5A36506622512163B332B,1,5,0.45
8A643623854268423E91FF0,1,2,0.75
8A653648710994278AE2A81,1,5,0.45
8A6D3679400460252080F42,1,3,0.65
8A893617649483558383791,1,3,0.65
8A8B3629179752933738034,1,2,0.75
8A9936446615995719D937B,0,6,0.35
8AA53648860143632786190,0,2,0.75
8AA53651279109119EF1E1F,1,3,0.65
8AAE3645067988463537358,1,4,0.55
8AAE3652135051487AE8E1A,1,5,0.45
8AB236209596866806474BB,1,3,0.65
8AC036275564946108B9E75,1,3,0.65
8AD33657982335147E27EB1,0,2,0.75
8ADA3643676901052A1C16A,1,3,0.65
8ADE3615953637818729A7B,1,3,0.65
8AE93650035237565722885,1,2,0.75
8AEA36338172586490977E6,1,6,0.35
8AF13627135495769D5E115,0,3,0.65
8AF6364669738443908F3CB,1,2,0.75
8B2136272874667275C459C,0,4,0.55
8B2C3670896814984D96E17,1,4,0.55
8B363663779613394DFDA2E,1,3,0.65
8B3A3634191394574BECC88,0,4,0.55
8B3E3651246794681A135A1,0,5,0.45
8B503648581431119945C73,1,3,0.65
8B533657445257646800CD5,1,4,0.55
8B5C364361233194976E59B,1,3,0.65
8B6B366364892960079E388,1,4,0.55
8B6E36216238906556780D3,1,3,0.65
8B6E36498951771925C328D,1,3,0.65
8BA336583834174104C129D,1,3,0.65
8BA9367851987039530FDA4,1,2,0.75
8BAD3648359203450BD9D71,1,2,0.75
8BAD36542887156434E6018,1,3,0.65
8BAF36555697198561DB80A,1,4,0.55
8BC0363291939931109E7AD,1,4,0.55
8BC8362814071715296277C,1,3,0.65
8BD03647463900710BCD2F5,1,6,0.35
8BEE36188210336126A22B3,0,3,0.65
8BFB3642480047084B6002B,1,3,0.65
8BFC3682197253873DB2BE0,1,3,0.65
8C04363202107294950F2C8,1,3,0.65
8C0C36584226182741DF8BF,1,2,0.75
8C1F3625430950439AF4FCA,1,5,0.45
8C22365699422926530EAB5,1,3,0.65
8C2C3627803957126DA8576,0,3,0.65
8C3B3639667454368960498,0,3,0.65
8C4936518140339855DBEEE,1,3,0.65
8C4E3656304297649D54A26,0,3,0.65
8C5E366827791007052A341,1,4,0.55
8C7B3648345409621B8170C,1,4,0.55
8C9136589678294521A8542,1,6,0.35
8C9F3661519201031E7CDC8,1,2,0.75
8CA23650808937046A0735B,1,4,0.55
8CA436586909046669D055A,1,2,0.75
8CA53661641391826F83A8A,1,2,0.75
8CC73628164712340F4D1A4,1,3,0.65
8CDC3637177636869CF498E,1,7,0.25
8D063631220760779E88D96,0,8,0.15
8D0F3649019426129F3E014,1,3,0.65
8D3936196985828781459A6,0,2,0.75
8D3F3617997977952B4E044,1,4,0.55
8D40363680992968716AE65,0,3,0.65
8D54362037012661964F5FD,0,4,0.55
8D5436498784869029B4DEB,1,5,0.45
8D583652091520497DCD42B,1,3,0.65
8D6E3619217141252194D0B,1,5,0.45
8D733665482453527CC4333,1,2,0.75
8D783612571547032E14116,0,3,0.65
8D7A3652067124109BB477E,1,4,0.55
8D83361857063178749E341,1,3,0.65
8D8436670771739486AE359,1,4,0.55
8D903628666224203A396E4,0,3,0.65
8DA73646606849408F77E3B,0,3,0.65
8DB036674352830016490EB,1,3,0.65
8DB8362896160236520EBAF,1,5,0.45
8DBC361885835334862866F,1,0,0.95
8DCF3647238669182702866,1,7,0.25
8DED3664321404027FD565D,1,4,0.55
8DF8365980124201919BA45,1,4,0.55
8DFF36431006412698F8936,1,3,0.65
8E353617091750769AF1BBF,0,3,0.65
8E4036424089368300F3B3E,1,4,0.55
8E5F36487848268736CC943,1,1,0.85
8E6336210078204097184CE,0,3,0.65
8E6336445977198362D4AC5,1,3,0.65
8E6F3640000043339984D71,1,3,0.65
8E7F3667905612107F8B2F7,1,1,0.85
8EB03618234532213658D33,1,3,0.65
8EEA3654942412301106C5B,1,5,0.45
8EF63637291224257C390E4,1,2,0.75
8EFA3613756572235C5FE1D,1,4,0.55
8F30363751140052195153E,1,5,0.45
8F3836439912041204A166F,0,2,0.75
8F3C3628907818784E3C6AF,1,4,0.55
8F5536538590765919F5211,1,3,0.65
8F5B36443395405901FE67A,0,2,0.75
8F60364154872785190E78B,1,3,0.65
8F693648219431882DBD79A,1,4,0.55
8F7B36563849643223B26F9,1,3,0.65
8FB136281402160296D3592,1,2,0.75
8FC036807703597384BD4FA,1,3,0.65
8FD3369463088648597717E,1,4,0.55
8FE13640208677760F4F80B,1,5,0.45
8FED3630272803350EDF021,1,3,0.65
8FF23685751870906884AEE,1,2,0.75
902136237609998491871A2,1,4,0.55
904036282590305594CE1F2,1,2,0.75
904436398708762112B7FE4,1,3,0.65
9047365041393842197CADC,0,3,0.65
904B365433094896781F337,1,2,0.75
904F3653268946589CEA484,1,3,0.65
905736290745589243DA365,1,1,0.85
90583672360236657449415,1,6,0.35
9060365022060326943347D,1,2,0.75
907036582104810527C8345,1,3,0.65
907136375389385899F29FA,1,2,0.75
90833633802795908F2C8C6,1,3,0.65
909E36297852076501119E3,1,3,0.65
90AD3680937140262224A47,1,3,0.65
90B93644374134338677BAF,1,3,0.65
90BF365651670133454038B,1,3,0.65
90CA36540553901763A631C,1,3,0.65
90CB361460378419538D918,1,2,0.75
90D236256101693398A88F8,1,3,0.65
90DC361341748735997C113,1,3,0.65
90E2363955070570907F53A,1,2,0.75
91043636972976438167F4B,1,4,0.55
91063652712687610B10148,1,6,0.35
9122361839331756743B391,1,9,0.05
91543663022838981BB8599,1,3,0.65
91743627509182792D58FF4,0,3,0.65
917C36481827064191D459E,1,2,0.75
919F363782546195277C283,1,3,0.65
91A436557393891353CF11D,1,3,0.65
91AF36207941200329CE858,1,2,0.75
91C6366168216905683B5B7,1,2,0.75
91C73644762308018E09EA2,1,4,0.55
91C83666911533294CE22EA,1,3,0.65
91F436490635382006D584F,0,3,0.65
920F36511756605037EEC4B,0,7,0.25
92153632594489610D43E50,1,3,0.65
92393627933766730DFD178,1,4,0.55
92403672550268394CC2AC8,1,2,0.75
924B3627365651926B1FB40,1,2,0.75
924C3627526143753637074,1,2,0.75
925136427604482777363F3,1,3,0.65
92573668136267682656B81,1,5,0.45
925F36479075093065C5719,1,4,0.55
927D3649436373406576F90,1,3,0.65
92BE3632868376167FECF37,1,3,0.65
92C03615395738919749E82,1,4,0.55
92C33630812010300CECEA3,1,4,0.55
92D5362960625725170FC5F,0,3,0.65
92E83649267828930F3DD95,1,2,0.75
92EB367521246899128F460,1,3,0.65
92F536631691481865125B3,1,4,0.55
92FF36419467878903726C4,1,4,0.55
93053613671746573105976,1,7,0.25
930F3663657384623C0E9C7,1,3,0.65
93153639766611049CF877A,1,3,0.65
9327362451107750347AEBD,0,3,0.65
932D36331553021277F4ADF,1,6,0.35
932D36483593195754BB422,1,2,0.75
933536401999174349F445E,1,3,0.65
935136178028152882A8CD3,1,2,0.75
9383362133484049166EB5C,1,5,0.45
939E3625008107189AB7D4E,0,2,0.75
93A036667018429004D0EB6,1,3,0.65
93B536669084927860E3F6A,1,3,0.65
93C33658490001892E0C6E4,0,3,0.65
93D936558865463181C2D49,1,3,0.65
93F93623762229278D3035A,1,3,0.65
94033659938107958E9D511,1,1,0.85
94063642261254461E1126E,1,5,0.45
940D3612080144698937941,1,4,0.55
940E3662462046152EBD641,1,5,0.45
94133612160969595992426,1,4,0.55
941C365842251586071C8E0,1,4,0.55
94253623521605017A1407B,1,3,0.65
94263650615698627422318,1,3,0.65
943F3680937569260A95984,0,4,0.55
944936744557431960382F9,1,4,0.55
9453365254163883826137A,1,4,0.55
94543640241024000F90329,0,1,0.85
945A3640209618274FAD126,0,2,0.75
945B3647208115262FBDCC4,1,6,0.35
94623679562055431889172,1,3,0.65
946F36291155581430D29D7,1,2,0.75
94773646677330817CA4F1E,1,3,0.65
94833658374445775C1716F,1,2,0.75
948B3651471990749EAD84C,1,4,0.55
94943637603559974EDDFCF,1,3,0.65
949B3654720719258C3AF0F,1,2,0.75
94A136196166694310CDB26,1,0,0.95
94B3364433706826679F89C,1,6,0.35
94E536377901698051B2B54,0,7,0.25
94F436230549080328E7909,1,3,0.65
95103628701198073EE65E1,1,3,0.65
951B36398876690297E8742,1,3,0.65
955A3668896264510A496F5,0,2,0.75
95633644053297884F6B8D0,0,6,0.35
956836429146659172BE847,1,3,0.65
956C3653844663086BF9FBA,1,3,0.65
95833638904837175841A46,1,4,0.55
9586362269680806708DA15,1,2,0.75
958F3620410973315BFB08A,1,3,0.65
95AD362262092742306A2AA,1,3,0.65
95B03635017307830F304BA,1,2,0.75
95B73634322277540BFD1F0,1,2,0.75
95BB361559818761230EA3D,1,2,0.75
95D9365601497860696F03F,1,3,0.65
95E83661037127092314BF2,1,2,0.75
95FD3686066028745365536,1,3,0.65
965936452391453291A88CF,1,2,0.75
969236541115661928B758E,1,3,0.65
969336410663765267D18AC,1,3,0.65
96B83655700699360832B8B,0,8,0.15
96C836677711274217A3EFE,0,2,0.75
96CA36135957417335156ED,1,0,0.95
96CD36345051386070C310F,1,2,0.75
96DB363930110453130B528,1,3,0.65
96DC36386717941880E1A97,1,3,0.65
96E6362413174706139CF48,1,4,0.55
96F13629109829641D3C961,1,3,0.65
96FC3616660269188175435,0,6,0.35
971D364608472089476408A,1,5,0.45
972B3613694042407EF9394,1,2,0.75
9753364520257598557E94A,1,5,0.45
97583616975553656399973,1,3,0.65
975B36342883196385723E9,1,2,0.75
97793634176787940DC816F,1,3,0.65
977A364657087760717B34C,1,3,0.65
978836828441986443CD610,1,8,0.15
9796364545259715314DF7D,1,2,0.75
97AE3628597878737BBB0D4,1,4,0.55
97BB3624685961905BFB972,1,2,0.75
97BF36483858892452D4E84,0,5,0.45
97C2361553444496227F940,1,2,0.75
97D136312098377597519D3,1,2,0.75
97D836319283547542A1CDA,1,2,0.75
97D93708059721826A94A4B,1,3,0.65
97E3366319039348122A890,1,2,0.75
97EE3636161703856B0998F,1,3,0.65
98083673267877547BE54B3,1,3,0.65
980D36251321144602B5E99,1,2,0.75
98103682044690332B87E0F,1,3,0.65
98193659163974510FFC78F,0,4,0.55
98253659702956107D58A70,1,5,0.45
98263634146921248118AF9,1,2,0.75
982B365446038829020E102,1,5,0.45
9837365912086756790522B,1,3,0.65
98753660317147327A9E557,1,4,0.55
98843674514822431ABB8B2,0,5,0.45
98903665079148077397568,1,7,0.25
989B3666801452020524E97,1,2,0.75
98A236387190882891B1094,1,3,0.65
98BE36453494969397E8704,0,4,0.55
98C83634894867858AD4559,1,4,0.55
98E93657346206375697AE1,1,3,0.65
99283624723258942C4CFC1,1,3,0.65
992A36606031859450B5B0A,1,3,0.65
99333643001315010FEEC78,1,3,0.65
99483627614173208CB0EFB,1,4,0.55
994C36174026694291E3A29,0,2,0.75
99A1361841768337918839C,1,3,0.65
99A33650748277574EB9BF1,0,2,0.75
99C936124981963326AA38F,1,3,0.65
99CA364723710875049817B,1,3,0.65
99E33657291208595B66B7A,1,3,0.65
99FB3620223380978CF1BDB,1,3,0.65
9A033631318902639D7A7E9,1,3,0.65
9A0B3617758172821700448,1,3,0.65
9A0F36582271862329186D4,1,3,0.65
9A173621136247699C37ED9,1,2,0.75
9A2436297539685510B9C86,0,3,0.65
9A4A3613312117405D9FFFF,1,2,0.75
9A4F362958740873993C7E7,0,2,0.75
9A523662181962661152222,1,5,0.45
9A733618752156055289A31,0,3,0.65
9A8736287524379984C25EF,1,3,0.65
9A933638750965828F06611,1,6,0.35
9A9C3619380668832B852D3,1,2,0.75
9AAE36320139479905A79C2,1,2,0.75
9AB23669027309258F5EE8D,1,2,0.75
9AD63663220958262E6A3F4,1,3,0.65
9ADF36382667451528EEFC4,1,6,0.35
9AE2363734973158280C68C,1,2,0.75
9AE73635452537067AD5658,0,2,0.75
9AF83655345811646F25E2F,1,5,0.45
9AFE3646150367448D84F9F,1,3,0.65
9B04370731253421291C808,1,4,0.55
9B0536347128683804B37CB,1,2,0.75
9B083680584696573BC02FA,1,3,0.65
9B3D368353793454233108F,1,4,0.55
9B4736223572798429B5F52,1,4,0.55
9B5A36420225400985821B4,1,1,0.85
9B69361952759495300E956,1,5,0.45
9B803636794099084ED3239,0,3,0.65
9B813645265536771203EC2,1,2,0.75
9B87366593869902831F041,1,4,0.55
9BD036562083757798E97D0,1,2,0.75
9BDE36271846176265F2B01,1,3,0.65
9BE6365470051402455D6B8,1,3,0.65
9BFB36430601061498A0775,1,3,0.65
9C0136377945276750ABD96,1,3,0.65
9C1936279503115135C5286,1,2,0.75
9C253624964936631253FFE,1,3,0.65
9C2836279653890976A8FED,1,2,0.75
9C413620061775605827A4B,1,3,0.65
9C443626158025518C1E905,1,3,0.65
9C5536226416989883E2181,1,3,0.65
9C803632241831966002A67,1,4,0.55
9C853637436213776942EB8,1,2,0.75
9C883639942843009DF9E50,1,3,0.65
9C923652084127968FA034A,1,2,0.75
9C9636460137319761696DB,1,5,0.45
9C97365659227364821601D,0,5,0.45
9CBD365700840944699BC3C,1,4,0.55
9CC9363251672733596B8C8,1,2,0.75
9CCA364401605508627665A,1,3,0.65
9CCD3614008458623E1018F,1,2,0.75
9CD73640742150304C05140,1,3,0.65
9CDF3659744503528B5A98C,1,3,0.65
9CE63659012961598A41C52,0,6,0.35
9CEA36308562020888AF949,1,3,0.65
9CF336175980494679A052B,1,8,0.15
9D0B3636667994128DAD1B6,0,2,0.75
9D1236529187435450F9A43,0,3,0.65
9D203674230576864DAB261,1,1,0.85
9D24367018687929200F8B0,1,4,0.55
9D2836547074338406072A0,1,4,0.55
9D3236176574626012D5EC1,1,4,0.55
9D333630500329206B7BD5D,1,2,0.75
9D3C3644281119952B58613,0,6,0.35
9D4036664356239119A35FE,1,4,0.55
9D433638464445760F2A398,1,2,0.75
9D443660013139421AEB7F0,1,4,0.55
9D4536367902641614104BE,1,3,0.65
9D493654487401899078CB3,0,6,0.35
9D6136218201259930C3707,1,0,0.95
9D703616299840944D5719B,0,3,0.65
9D8036125218704256F2932,0,9,0.05
9D8036652042093672FD4E7,1,3,0.65
9D8B3622630162686A632A7,1,3,0.65
9D953637769756753BF196C,1,3,0.65
9D9B36579320945254F895B,0,4,0.55
9D9F36584993211814BDCA8,1,4,0.55
9DA23627812781148858CA7,0,3,0.65
9DA4364539341794036D193,1,3,0.65
9DAF3638408764795B0741F,1,3,0.65
9DCC3612090881529B9FE9B,1,2,0.75
9DD536523113047045C57FD,1,3,0.65
9DD73639612396994DA528B,1,3,0.65
9DDF3624779960586C7DF6E,1,3,0.65
9DF8362696655084496B731,0,3,0.65
9E043658976006080B790B8,0,3,0.65
9E113695219974654FB307F,1,4,0.55
9E183664148507149FA1155,1,3,0.65
9E2B3648503910854911961,1,2,0.75
9E343637037348599082287,0,3,0.65
9E3E3660733589631B4B9FA,1,6,0.35
9E3F364660995422216F24C,1,5,0.45
9E49364791618533311FA25,1,3,0.65
9E4A364399133022311BCE1,1,2,0.75
9E7C3637225837273FC2792,1,3,0.65
9E883652577937807181ED7,1,3,0.65
9E8D36174679499879C3F82,1,2,0.75
9EB136660236997919DE9CB,1,3,0.65
9ECF36481965493856EB35B,1,4,0.55
9ED33660673484602BC7F77,0,3,0.65
9ED83649435578919B0899B,1,2,0.75
9EE63628423288830164BAD,1,3,0.65
9EF136468301043716FBA95,1,2,0.75
9EFF3624707587684B463D4,1,3,0.65
9F18364200967657013018F,1,2,0.75
9F2B365976995607506FC08,1,4,0.55
9F5D3666528767219739BB8,1,4,0.55
9F703665509110842A81856,1,6,0.35
9F7436554520703871D5D93,1,5,0.45
9F8B3628080395717B7E608,1,2,0.75
